CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL3816	10582	Cytosolic phospholipase A2	P47712	SINGLE PROTEIN	Homo sapiens	512	688
CHEMBL3832	30051	ULK3 kinase	Q3U3Q1	SINGLE PROTEIN	Mus musculus	23	23
CHEMBL3837	10498	Cathepsin L	P07711	SINGLE PROTEIN	Homo sapiens	2629	3028
CHEMBL3849	11188	Cytochrome P450 51	Q16850	SINGLE PROTEIN	Homo sapiens	75	90
CHEMBL3853	14048	Dihydrofolate reductase	P31074	SINGLE PROTEIN	Enterobacter aerogenes	30	30
CHEMBL3860	10605	Phosphodiesterase 6D	O43924	SINGLE PROTEIN	Homo sapiens	49	72
CHEMBL3870	11615	Matrix metalloproteinase 9	P50282	SINGLE PROTEIN	Rattus norvegicus	37	38
CHEMBL3897	10759	DNA polymerase III	P13267	SINGLE PROTEIN	Bacillus subtilis (strain 168)	217	243
CHEMBL3902	11416	Glutathione S-transferase Pi	P09211	SINGLE PROTEIN	Homo sapiens	255	312
CHEMBL3910	11862	11-beta-hydroxysteroid dehydrogenase 1	P50172	SINGLE PROTEIN	Mus musculus	1180	1402
CHEMBL3291	11454	Phosphofructokinase muscle type	P08237	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3301	12528	Prolyl 4-hydroxylase alpha-1 subunit	P54001	SINGLE PROTEIN	Rattus norvegicus	34	36
CHEMBL3319	100676	Branched-chain-amino-acid transferase	O35854	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3321	100799	Monoglyceride lipase	Q8R431	SINGLE PROTEIN	Rattus norvegicus	136	309
CHEMBL3323	100801	Cytochrome P450 3A1	P04800	SINGLE PROTEIN	Rattus norvegicus	13	14
CHEMBL3343	11836	Tyrosine-protein kinase BLK	P16277	SINGLE PROTEIN	Mus musculus	33	33
CHEMBL3356	12594	Cytochrome P450 1A2	P05177	SINGLE PROTEIN	Homo sapiens	21219	23426
CHEMBL3358	12453	Monoamine oxidase A	P21396	SINGLE PROTEIN	Rattus norvegicus	1508	1875
CHEMBL3409	10372	Glutathione S-transferase A1	P08263	SINGLE PROTEIN	Homo sapiens	73	104
CHEMBL3435	20114	Alpha-glucosidase	P56526	SINGLE PROTEIN	Aspergillus niger	20	20
CHEMBL3444	17031	Malate dehydrogenase mitochondrial	P00346	SINGLE PROTEIN	Sus scrofa	58	73
CHEMBL3488	100590	Falcipain 2B	Q3HTL5	SINGLE PROTEIN	Plasmodium falciparum	11	11
CHEMBL3495	100616	NADP-dependent malic enzyme	P48163	SINGLE PROTEIN	Homo sapiens	10	10
CHEMBL3517	10213	Elastase 1	P00772	SINGLE PROTEIN	Sus scrofa	81	85
CHEMBL3518	14073	Human herpesvirus 1 protease	P10210	SINGLE PROTEIN	Herpes simplex virus (type 1 / strain 17)	35	37
CHEMBL3578	11131	Aldehyde dehydrogenase dimeric NADP-preferring	P30838	SINGLE PROTEIN	Homo sapiens	121	195
CHEMBL3616	11617	Protein kinase C eta	P24723	SINGLE PROTEIN	Homo sapiens	944	1634
CHEMBL3642	18003	Suv3 helicase	Q8IYB8	SINGLE PROTEIN	Homo sapiens	23	33
CHEMBL3644	18011	Dihydrofolate reductase	Q8NWQ9	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus MW2	40	40
CHEMBL3646	18014	Secreted effector protein	O68720	SINGLE PROTEIN	Yersinia pestis	78	80
CHEMBL3650	10266	Fibroblast growth factor receptor 1	P11362	SINGLE PROTEIN	Homo sapiens	4632	7159
CHEMBL3669	20084	Glycogen synthase kinase-3 beta	P18266	SINGLE PROTEIN	Rattus norvegicus	24	41
CHEMBL3672	20117	Beta-ketoacyl-ACP synthase III	P0DB00	SINGLE PROTEIN	Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)	4	4
CHEMBL3673	20119	Beta-ketoacyl-ACP synthase III	P68795	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus Mu50	4	4
CHEMBL3692	100595	Receptor-type tyrosine-protein phosphatase eta	Q12913	SINGLE PROTEIN	Homo sapiens	3	4
CHEMBL3727	10799	Phospholipase C-delta-1	P51178	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3776	10244	Caspase-8	Q14790	SINGLE PROTEIN	Homo sapiens	865	984
CHEMBL3977	11360	Phosphodiesterase 6C	P51160	SINGLE PROTEIN	Homo sapiens	30	38
CHEMBL3984	30033	Tyrosine- and threonine-specific cdc2-inhibitory kinase	Q99640	SINGLE PROTEIN	Homo sapiens	129	205
CHEMBL4035	11920	Prolyl endopeptidase	O70196	SINGLE PROTEIN	Rattus norvegicus	69	113
CHEMBL4049	11600	Aldehyde reductase	P50578	SINGLE PROTEIN	Sus scrofa	17	25
CHEMBL4073	12738	Matrix metalloproteinase 7	P09237	SINGLE PROTEIN	Homo sapiens	817	921
CHEMBL4085	20086	Cytochrome P450 2A5	P20852	SINGLE PROTEIN	Mus musculus	51	91
CHEMBL4088	20111	Topoisomerase IV subunit A	P0C1U9	SINGLE PROTEIN	Staphylococcus aureus	62	69
CHEMBL4106	17107	Cathepsin D	P80209	SINGLE PROTEIN	Bos taurus	459	510
CHEMBL321	12592	Matrix metalloproteinase 9	P14780	SINGLE PROTEIN	Homo sapiens	4487	6157
CHEMBL4140	12673	Epoxide hydratase	P34914	SINGLE PROTEIN	Mus musculus	288	326
CHEMBL4143	17085	Calpain 2	P43367	SINGLE PROTEIN	Sus scrofa	1162	1164
CHEMBL4159	100782	Endoplasmic reticulum-associated amyloid beta-peptide-binding protein	Q99714	SINGLE PROTEIN	Homo sapiens	15261	20639
CHEMBL4176	11390	Alpha-L-fucosidase I	P04066	SINGLE PROTEIN	Homo sapiens	172	299
CHEMBL4196	20019	Dimethylarginine dimethylaminohydrolase 1	O08557	SINGLE PROTEIN	Rattus norvegicus	3	7
CHEMBL4214	100684	Avian myoblastosis virus polyprotein II	Q86831	SINGLE PROTEIN	Avian myeloblastosis virus	68	68
CHEMBL4226	30015	Dual specificity protein kinase CLK3	P49761	SINGLE PROTEIN	Homo sapiens	847	1527
CHEMBL4235	11489	11-beta-hydroxysteroid dehydrogenase 1	P28845	SINGLE PROTEIN	Homo sapiens	3667	6227
CHEMBL4246	100418	Tyrosine-protein kinase TEC	P42680	SINGLE PROTEIN	Homo sapiens	664	1256
CHEMBL4251	100234	Erythromycin resistance protein	P13956	SINGLE PROTEIN	Bacillus subtilis	23	23
CHEMBL4265	18010	CG8425-PA [Drosophila melanogaster]	A1ZA98	SINGLE PROTEIN	Drosophila melanogaster	21	21
CHEMBL4278	12632	Group IIF secretory phospholipase A2	Q9BZM2	SINGLE PROTEIN	Homo sapiens	15	15
CHEMBL4622	20069	Beta-glucosidase A	P10482	SINGLE PROTEIN	Caldicellulosiruptor saccharolyticus	81	127
CHEMBL4707	10226	Matrix metalloproteinase 26	Q9NRE1	SINGLE PROTEIN	Homo sapiens	22	23
CHEMBL4713	10004	Carboxypeptidase N, catalytic subunit	P15169	SINGLE PROTEIN	Homo sapiens	27	33
CHEMBL4723	20002	Endo-b-N-acetylglucosaminidase	Q9C1S6	SINGLE PROTEIN	Mucor hiemalis	9	15
CHEMBL4342	11500	Group X secretory phospholipase A2	O15496	SINGLE PROTEIN	Homo sapiens	103	114
CHEMBL4349	100194	N-acylsphingosine-amidohydrolase	Q02083	SINGLE PROTEIN	Homo sapiens	129	185
CHEMBL4370	100637	UDP-glucuronosyltransferase 2B7	P16662	SINGLE PROTEIN	Homo sapiens	276	778
CHEMBL4375	100789	Serine/threonine-protein kinase SRPK1	Q96SB4	SINGLE PROTEIN	Homo sapiens	1398	2043
CHEMBL4385	100309	Isoprenylcysteine carboxyl methyltransferase	P32584	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	4	6
CHEMBL4412	100229	Alpha-glucosidase	P94451	SINGLE PROTEIN	Geobacillus stearothermophilus	19	28
CHEMBL4443	12844	Fucosyltransferase 6	P51993	SINGLE PROTEIN	Homo sapiens	14	19
CHEMBL4444	12847	Vitamin K-dependent protein C	P04070	SINGLE PROTEIN	Homo sapiens	357	460
CHEMBL291	11396	Phosphodiesterase 4C	Q08493	SINGLE PROTEIN	Homo sapiens	138	161
CHEMBL4501	12944	Ribosomal protein S6 kinase 1	P23443	SINGLE PROTEIN	Homo sapiens	3155	4474
CHEMBL4510	100452	Cysteine protease falcipain-3	Q9NBA7	SINGLE PROTEIN	Plasmodium falciparum	46	47
CHEMBL4530	100151	Coagulation factor XIII	P00488	SINGLE PROTEIN	Homo sapiens	155	184
CHEMBL4541	100601	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1	P84058	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus N315	1	1
CHEMBL4559	11251	Aldose reductase	P80276	SINGLE PROTEIN	Sus scrofa	135	141
CHEMBL4592	19702	Amine oxidase, copper containing	O08590	SINGLE PROTEIN	Rattus norvegicus	107	135
CHEMBL4602	30027	Ephrin type-A receptor 7	Q15375	SINGLE PROTEIN	Homo sapiens	320	560
CHEMBL4619	11176	Phosphodiesterase 1C	Q14123	SINGLE PROTEIN	Homo sapiens	115	134
CHEMBL4751	100577	Cysteine protease	Q95WR6	SINGLE PROTEIN	Leishmania donovani	30	30
CHEMBL4754	100239	Glutamyl-tRNA(Gln) amidotransferase subunit C	P68890	SINGLE PROTEIN	Streptococcus pyogenes serotype M1	21	42
CHEMBL4779	10436	Papain	P00784	SINGLE PROTEIN	Carica papaya	663	793
CHEMBL4783	11383	Hexokinase type I	P05708	SINGLE PROTEIN	Rattus norvegicus	32	47
CHEMBL4803	11573	Nitric-oxide synthase, endothelial	P29474	SINGLE PROTEIN	Homo sapiens	1026	1387
CHEMBL4812	10836	Kallikrein 8	O60259	SINGLE PROTEIN	Homo sapiens	15	21
CHEMBL4831	10117	Estrogen sulfotransferase 3	P49889	SINGLE PROTEIN	Rattus norvegicus	4	7
CHEMBL4836	20011	Topoisomerase IV subunit A	Q931S2	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus Mu50	7	7
CHEMBL4854	100652	Bacteriophage T3 RNA polymerase	P07659	SINGLE PROTEIN	Enterobacteria phage T3	1	1
CHEMBL4880	10154	Triosephosphate isomerase	P60174	SINGLE PROTEIN	Homo sapiens	16	17
CHEMBL4884	10187	Caspase-2	P42575	SINGLE PROTEIN	Homo sapiens	89	153
CHEMBL4919	100034	Histone deacetylase HD2	Q94F81	SINGLE PROTEIN	Zea mays	158	351
CHEMBL4941	10201	S-methyl-5-thioadenosine phosphorylase	Q13126	SINGLE PROTEIN	Homo sapiens	105	218
CHEMBL4947	10370	Alcohol dehydrogenase, iron containing 1	Q8IWW8	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL4985	10775	Fucosyltransferase 9	Q9Y231	SINGLE PROTEIN	Homo sapiens	13	24
CHEMBL4990	11710	MAP kinase-activated protein kinase 2	P49138	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL5003	101255	Serine/threonine-protein kinase CAK1	P43568	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	2	2
CHEMBL5004	101256	Type-2 restriction enzyme HindIII	P43870	SINGLE PROTEIN	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	4	4
CHEMBL5012	101264	Beta-lactamase	Q8RT60	SINGLE PROTEIN	Klebsiella oxytoca	36	58
CHEMBL5062	20023	Coagulation factor X	O19045	SINGLE PROTEIN	Oryctolagus cuniculus	208	317
CHEMBL5092	101066	Pantothenate kinase	P0A6I3	SINGLE PROTEIN	Escherichia coli K-12	16	64
CHEMBL5217	101115	Alpha-galactosidase	Q42656	SINGLE PROTEIN	Coffea arabica	202	206
CHEMBL5218	101116	Glutamine synthetase	Q43760	SINGLE PROTEIN	Glycine max	2	2
CHEMBL5228	101127	Pteridine reductase, putative	Q581W1	SINGLE PROTEIN	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	52	54
CHEMBL5129	19683	Phosphodiesterase 3B	E1BN64	SINGLE PROTEIN	Bos taurus	106	112
CHEMBL5146	100128	Breakpoint cluster region protein	P11274	SINGLE PROTEIN	Homo sapiens	22	22
CHEMBL5165	100106	Inositol-trisphosphate 3-kinase B	P27987	SINGLE PROTEIN	Homo sapiens	97	97
CHEMBL5180	101098	Sn1-specific diacylglycerol lipase alpha	Q6WQJ1	SINGLE PROTEIN	Mus musculus	26	76
CHEMBL5187	101105	Cathepsin B	P10605	SINGLE PROTEIN	Mus musculus	18	22
CHEMBL5192	101110	Botulinum neurotoxin type A	P10845	SINGLE PROTEIN	Clostridium botulinum	528	755
CHEMBL5271	101141	NH(3)-dependent NAD(+) synthetase	Q81RP3	SINGLE PROTEIN	Bacillus anthracis	43	43
CHEMBL5280	20013	Alpha-glucosidase	Q9LGC6	SINGLE PROTEIN	Oryza sativa Japonica Group	65	75
CHEMBL5290	100941	DNA topoisomerase 2	P06786	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	3	10
CHEMBL5296	101142	Genome polyprotein	Q82122	SINGLE PROTEIN	Human rhinovirus 16	31	37
CHEMBL5305	101151	Beta-lactamase ACC-4	A4ZYU9	SINGLE PROTEIN	Escherichia coli	13	27
CHEMBL5321	100919	Beta lactamase TEM-152	Q09Q13	SINGLE PROTEIN	Escherichia coli	1	1
CHEMBL5330	100947	Mitogen-activated protein kinase kinase kinase kinase 2	Q12851	SINGLE PROTEIN	Homo sapiens	1590	2163
CHEMBL5337	100954	Carbonic anhydrase	Q5AJ71	SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	194	290
CHEMBL5338	100955	Ectonucleoside triphosphate diphosphohydrolase 8	Q5MY95	SINGLE PROTEIN	Homo sapiens	43	60
CHEMBL5341	100958	3-oxoacyl-[acyl-carrier-protein] synthase 2	Q5TKS0	SINGLE PROTEIN	Staphylococcus aureus	47	47
CHEMBL5354	101166	Aldehyde dehydrogenase, cytosolic 1	P13601	SINGLE PROTEIN	Rattus norvegicus	4	5
CHEMBL5357	100924	Putative cytochrome P450 130	P9WPN5	SINGLE PROTEIN	Mycobacterium tuberculosis	3	3
CHEMBL5382	100963	RAC-beta serine/threonine-protein kinase	Q60823	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL5394	101169	Trypanothione reductase	P39040	SINGLE PROTEIN	Crithidia fasciculata	1	2
CHEMBL5396	101171	Calmodulin-sensitive adenylate cyclase	P40136	SINGLE PROTEIN	Bacillus anthracis	55	59
CHEMBL5545	101016	Sn1-specific diacylglycerol lipase alpha	Q9Y4D2	SINGLE PROTEIN	Homo sapiens	282	353
CHEMBL5555	101234	Acyl-CoA desaturase	O00767	SINGLE PROTEIN	Homo sapiens	652	873
CHEMBL5423	100983	Chitinase A	P07254	SINGLE PROTEIN	Serratia marcescens	10	10
CHEMBL5426	101182	Myosin light chain kinase family member 4	Q86YV6	SINGLE PROTEIN	Homo sapiens	117	156
CHEMBL5435	101191	Serine/threonine-protein kinase ULK2	Q8IYT8	SINGLE PROTEIN	Homo sapiens	266	435
CHEMBL5457	100036	Dihydrofolate reductase	O30463	SINGLE PROTEIN	Mycobacterium avium	228	350
CHEMBL5520	101222	Casein kinase I isoform alpha-like	Q8N752	SINGLE PROTEIN	Homo sapiens	105	137
CHEMBL5769	101548	Seprase	P97321	SINGLE PROTEIN	Mus musculus	218	241
CHEMBL5771	101550	ALK tyrosine kinase receptor	P97793	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL1075059	102560	Sensor histidine kinase yycG	Q45614	SINGLE PROTEIN	Bacillus subtilis (strain 168)	42	44
CHEMBL1075064	102585	Botulinum neurotoxin type B	P10844	SINGLE PROTEIN	Clostridium botulinum	11	12
CHEMBL1075067	102588	Endothiapepsin	P11838	SINGLE PROTEIN	Cryphonectria parasitica	18	19
CHEMBL1075146	103081	Pseudolysin	P14756	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	184	208
CHEMBL5785	101333	Interferon-induced, double-stranded RNA-activated protein kinase	P19525	SINGLE PROTEIN	Homo sapiens	225	271
CHEMBL5791	101554	Elongation of very long chain fatty acids protein 3	Q9HB03	SINGLE PROTEIN	Homo sapiens	10	10
CHEMBL5803	101566	Spermidine synthase	Q9NFS5	SINGLE PROTEIN	Plasmodium falciparum	25	28
CHEMBL1075080	102605	Oxygen-insensitive NAD(P)H nitroreductase	P38489	SINGLE PROTEIN	Escherichia coli K-12	2	2
CHEMBL1075082	102609	DNA primase traC	P27189	SINGLE PROTEIN	Escherichia coli	1	1
CHEMBL1075086	102614	Alanine racemase	P10724	SINGLE PROTEIN	Geobacillus stearothermophilus	2	2
CHEMBL1075157	103085	Diacylglycerol kinase gamma	P49619	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL1075165	103104	Phosphatidylinositol 3-kinase catalytic subunit type 3	Q8NEB9	SINGLE PROTEIN	Homo sapiens	149	180
CHEMBL5809	101339	Mitogen-activated protein kinase 3	P21708	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL1075170	103109	Glutathione reductase homolog	P9WHH3	SINGLE PROTEIN	Mycobacterium tuberculosis	5	5
CHEMBL1075179	103123	Seminal ribonuclease	P00669	SINGLE PROTEIN	Bos taurus	5	5
CHEMBL5847	101351	Aldo-keto reductase family 1 member C2	P52895	SINGLE PROTEIN	Homo sapiens	436	494
CHEMBL5568	101019	Proto-oncogene tyrosine-protein kinase ROS	P08922	SINGLE PROTEIN	Homo sapiens	1338	1997
CHEMBL5580	101240	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	O14638	SINGLE PROTEIN	Homo sapiens	39	67
CHEMBL5584	101244	Phospholipase A2, acidic	P15445	SINGLE PROTEIN	Naja naja	32	39
CHEMBL5597	100204	Chitin synthase 3	P29465	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	5	5
CHEMBL5600	100140	Serine/threonine-protein kinase c-TAK1	P27448	SINGLE PROTEIN	Homo sapiens	1471	1942
CHEMBL1075307	102860	Tryptophan 2,3-dioxygenase	P48776	SINGLE PROTEIN	Mus musculus	183	192
CHEMBL5629	101486	Putative cytochrome P450 125	P9WPP1	SINGLE PROTEIN	Mycobacterium tuberculosis	28	53
CHEMBL5630	101487	1-deoxy-D-xylulose 5-phosphate reductoisomerase	P9WNS1	SINGLE PROTEIN	Mycobacterium tuberculosis	137	174
CHEMBL5665	101493	Disintegrin and metalloproteinase domain-containing protein 8	P78325	SINGLE PROTEIN	Homo sapiens	23	23
CHEMBL1075104	103154	Leucine-rich repeat serine/threonine-protein kinase 2	Q5S007	SINGLE PROTEIN	Homo sapiens	2327	4769
CHEMBL1075109	103035	Anthranilate synthase component 1	P00898	SINGLE PROTEIN	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	13	46
CHEMBL5687	101285	Aspartate-semialdehyde dehydrogenase	O25801	SINGLE PROTEIN	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)	2	2
CHEMBL1075031	102984	5-methylthioadenosine/S-adenosylhomocysteine deaminase	Q9X034	SINGLE PROTEIN	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	5	15
CHEMBL1075115	103042	Dual specificity tyrosine-phosphorylation-regulated kinase 4	Q9NR20	SINGLE PROTEIN	Homo sapiens	572	585
CHEMBL1075126	103054	Pyruvate kinase isozymes R/L	P30613	SINGLE PROTEIN	Homo sapiens	700	2507
CHEMBL5761	101540	Phospholipase A2, membrane associated	P31482	SINGLE PROTEIN	Mus musculus	36	38
CHEMBL6171	101469	Cytochrome P450 1A1	P00184	SINGLE PROTEIN	Mus musculus	56	56
CHEMBL6177	102454	NAD kinase	O95544	SINGLE PROTEIN	Homo sapiens	50	60
CHEMBL6195	102793	Ubiquitin carboxyl-terminal hydrolase isozyme L3	P15374	SINGLE PROTEIN	Homo sapiens	19	23
CHEMBL1163114	103443	GTP pyrophosphokinase	P0AG20	SINGLE PROTEIN	Escherichia coli K-12	7	13
CHEMBL1163117	103446	Cyclin-dependent kinase-like 3	Q8IVW4	SINGLE PROTEIN	Homo sapiens	84	90
CHEMBL1255121	103532	Beta-lactamase SHV-72	A0ZX81	SINGLE PROTEIN	Klebsiella pneumoniae	9	23
CHEMBL1293197	103644	Acidic mammalian chitinase	Q9BZP6	SINGLE PROTEIN	Homo sapiens	17	20
CHEMBL5879	102698	Hematopoietic prostaglandin D synthase	O60760	SINGLE PROTEIN	Homo sapiens	241	410
CHEMBL5887	101364	D-aspartate oxidase	Q99489	SINGLE PROTEIN	Homo sapiens	90	120
CHEMBL5897	101374	Ectonucleoside triphosphate diphosphohydrolase 3	O75355	SINGLE PROTEIN	Homo sapiens	53	70
CHEMBL1075093	103143	Farnesyl pyrophosphate synthase	P05369	SINGLE PROTEIN	Rattus norvegicus	4	8
CHEMBL1075203	102888	Probable thymidylate synthase	O41156	SINGLE PROTEIN	Paramecium bursaria Chlorella virus 1	5	13
CHEMBL1075208	102904	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Q9HVW7	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	9	11
CHEMBL1075211	102907	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	Q9EY48	SINGLE PROTEIN	Pseudomonas aeruginosa	11	22
CHEMBL5922	101376	Multifunctional protein ADE2	P22234	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL5933	101387	NAD-dependent deacetylase HST2	P53686	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	57	97
CHEMBL5940	101612	Serine/threonine-protein kinase MARK1	Q9P0L2	SINGLE PROTEIN	Homo sapiens	783	1392
CHEMBL5950	102732	Non-specific lipid-transfer protein	P22307	SINGLE PROTEIN	Homo sapiens	1	4
CHEMBL1075225	102924	Tyrosine-protein kinase JAK2	Q62689	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL5970	101399	Mitogen-activated protein kinase kinase kinase 3	Q99759	SINGLE PROTEIN	Homo sapiens	115	122
CHEMBL5974	101403	Dehydrogenase/reductase SDR family member 9	Q9BPW9	SINGLE PROTEIN	Homo sapiens	11	11
CHEMBL5992	102645	Sterol 26-hydroxylase, mitochondrial	Q02318	SINGLE PROTEIN	Homo sapiens	7	7
CHEMBL5996	102650	Dihydrodipicolinate synthase-like, mitochondrial	Q86XE5	SINGLE PROTEIN	Homo sapiens	11	14
CHEMBL6004	101409	Queuine tRNA-ribosyltransferase	Q9BXR0	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL1075248	102953	Glucoamylase, intracellular sporulation-specific	P08019	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	9	9
CHEMBL1075255	102963	Casein kinase II subunit alpha	P40231	SINGLE PROTEIN	Schizosaccharomyces pombe 972h-	1	1
CHEMBL1075261	102802	Legumain-like protease	Q6PRC7	SINGLE PROTEIN	Ixodes ricinus	54	54
CHEMBL6054	102399	PAS domain-containing serine/threonine-protein kinase	Q96RG2	SINGLE PROTEIN	Homo sapiens	1393	2241
CHEMBL1075266	102811	Juvenile hormone esterase	Q9GPG0	SINGLE PROTEIN	Manduca sexta	2	2
CHEMBL6081	101432	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	P56965	SINGLE PROTEIN	Bos taurus	1	3
CHEMBL1075280	102830	Dual specificity protein kinase CLK1	P22518	SINGLE PROTEIN	Mus musculus	104	110
CHEMBL6121	101446	Disintegrin and metalloproteinase domain-containing protein 33	Q9BZ11	SINGLE PROTEIN	Homo sapiens	12	25
CHEMBL6131	101456	Beta-lactamase CTX-M	Q9EXV5	SINGLE PROTEIN	Escherichia coli	11	58
CHEMBL6137	102440	Thymidylate synthase	C3SWJ7	SINGLE PROTEIN	Escherichia coli	377	595
CHEMBL6156	102785	Tripeptidyl-peptidase 2	P29144	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL1075295	102846	Protein kinase C theta type	Q02111	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL1772927	104141	Serine hydroxymethyltransferase, cytosolic	P34896	SINGLE PROTEIN	Homo sapiens	1	4
CHEMBL1293202	103649	Phospholipase C	P09598	SINGLE PROTEIN	Bacillus cereus	24	29
CHEMBL1293234	103667	Putative fructose-1,6-bisphosphate aldolase	O97447	SINGLE PROTEIN	Giardia intestinalis	14690	15559
CHEMBL1293247	103680	Luciferase	Q94696	SINGLE PROTEIN	Photuris pennsylvanica	1565	1637
CHEMBL1681621	103914	Cyclic nucleotide specific phosphodiesterase	Q53I59	SINGLE PROTEIN	Trypanosoma cruzi	51	69
CHEMBL1681622	103915	D-alanyl-D-alanine dipeptidase	Q06241	SINGLE PROTEIN	Enterococcus faecium	13	13
CHEMBL1293264	103697	Beta-galactosidase	Q8VNN2	SINGLE PROTEIN	Escherichia coli	1175	1258
CHEMBL2873	11873	Mitogen-activated protein kinase kinase kinase 10	Q02779	SINGLE PROTEIN	Homo sapiens	171	212
CHEMBL3174	11172	Glutathione transferase omega 1	P78417	SINGLE PROTEIN	Homo sapiens	15	15
CHEMBL1744486	104095	Beta-lactamase OXA-9	P0A3M4	SINGLE PROTEIN	Enterobacter aerogenes	14	15
CHEMBL1744488	104097	Beta-lactamase 2	P14488	SINGLE PROTEIN	Bacillus cereus	18	24
CHEMBL1743183	104071	Leukotriene C4 synthase	Q16873	SINGLE PROTEIN	Homo sapiens	111	112
CHEMBL1743186	104074	Microsomal glutathione S-transferase 3	O14880	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL1255141	103552	Penicillin-binding protein 1A	Q04707	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	9	59
CHEMBL1255154	103565	5'-AMP-activated protein kinase catalytic subunit alpha-2	Q8BRK8	SINGLE PROTEIN	Mus musculus	12	24
CHEMBL1250341	103474	Beta-lactamase GES-13	D1MIX9	SINGLE PROTEIN	Pseudomonas aeruginosa	10	25
CHEMBL5127	19887	Poliovirus type 1 polyprotein	P03300	SINGLE PROTEIN	Human poliovirus 1 Mahoney	20	20
CHEMBL1741195	103991	Enteropeptidase	P98073	SINGLE PROTEIN	Homo sapiens	502	802
CHEMBL1741202	103998	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Q4Q090	SINGLE PROTEIN	Leishmania major	46	46
CHEMBL1255159	103570	Lysophospholipid acyltransferase 5	Q91V01	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1667668	103860	Lysosomal alpha-glucosidase	P70699	SINGLE PROTEIN	Mus musculus	57	58
CHEMBL1772926	104140	Dual specificity protein phosphatase CDC14A	Q9UNH5	SINGLE PROTEIN	Homo sapiens	15	15
CHEMBL1287620	103622	Fructose-bisphosphate aldolase	P9WQA3	SINGLE PROTEIN	Mycobacterium tuberculosis	185	188
CHEMBL1667686	103878	Neuraminidase	C4LRQ6	SINGLE PROTEIN	Influenza A virus	2	6
CHEMBL1667698	103890	Telomere resolvase resT	O50979	SINGLE PROTEIN	Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM4680)	6	23
CHEMBL1287601	103603	Beta-lactamase VIM-1	Q9XAY4	SINGLE PROTEIN	Pseudomonas aeruginosa	13	33
CHEMBL1275219	103581	Glucosylceramidase	Q2KHZ8	SINGLE PROTEIN	Bos taurus	51	58
CHEMBL1687685	103933	NADP-dependent malic enzyme	P76558	SINGLE PROTEIN	Escherichia coli (strain K12)	11	12
CHEMBL1741167	103963	Phosphoglycerate kinase, glycosomal	P07378	SINGLE PROTEIN	Trypanosoma brucei brucei	2171	2184
