log_fl	modelname	target	optimizer	learning_rate	epoch	hidden1	hidden2	dropout	rotate	save_model	test_f1score	test_mcc	test_accuracy	test_precision	test_recall	test_tp	test_fp	test_tn	test_fn	test_threshold	val_auc	val_auprc	test_auc	test_auprc
convnetTop5Run_2098.out	ImageNetInceptionV2	CHEMBL2336	adam	0.0001	15	0	0	0.8	0	1	0.84	0.67	0.83	0.81	0.87	34	8	31	5	1.0	0.94	0.95	0.85	0.87
convnetTop5Run_1591.out	ImageNetInceptionV2	CHEMBL3025	adam	0.001	30	0	0	0.8	0	1	0.64	0.41	0.71	0.72	0.57	21	8	37	16	0.15	0.74	0.74	0.74	0.68
convnetTop5Run_268.out	ImageNetInceptionV2	CHEMBL4358	RMSprop	0.0005	30	0	0	0.8	0	1	0.64	0.21	0.5	0.47	1.0	26	29	3	0	1.0	0.65	0.69	0.68	0.56
convnetTop5Run_2517.out	ImageNetInceptionV2	CHEMBL2714	adam	0.0001	30	0	0	0.6	0	1	0.96	0.92	0.96	0.96	0.96	23	1	24	1	0.52	0.95	0.97	0.99	0.99
convnetTop5Run_1778.out	ImageNetInceptionV2	CHEMBL4552	adam	0.001	15	0	0	0.8	0	1	0.9	0.71	0.87	0.92	0.88	49	4	23	7	0.89	0.91	0.93	0.9	0.93
convnetTop5Run_2259.out	ImageNetInceptionV2	CHEMBL1075228	RMSprop	0.0005	15	0	0	0.6	0	1	0.0	0.0	0.43	0.0	0.0	0	0	45	60	0.02	0.97	0.97	0.93	0.93
convnetTop5Run_1988.out	ImageNetInceptionV2	CHEMBL1946	adam	0.0005	15	0	0	0.6	0	1	0.92	0.84	0.92	0.97	0.87	136	4	145	21	0.27	0.97	0.97	0.98	0.98
convnetTop5Run_532.out	ImageNetInceptionV2	CHEMBL5251	RMSprop	0.001	15	0	0	0.6	0	1	0.66	0.06	0.5	0.49	1.0	129	132	1	0	1.0	0.58	0.54	0.59	0.54
convnetTop5Run_3153.out	ImageNetInceptionV2	CHEMBL3180	RMSprop	0.001	15	0	0	0.6	0	1	0.75	0.51	0.74	0.67	0.87	20	10	17	3	0.28	0.8	0.84	0.79	0.72
convnetTop5Run_2305.out	ImageNetInceptionV2	CHEMBL1841	adam	0.001	15	0	0	0.8	0	1	0.7	0.45	0.73	0.73	0.67	24	9	32	12	0.98	0.81	0.9	0.78	0.78
convnetTop5Run_320.out	ImageNetInceptionV2	CHEMBL3864	adam	0.0005	30	0	0	0.6	0	1	0.66	0.35	0.68	0.66	0.66	21	11	25	11	0.81	0.78	0.84	0.67	0.63
convnetTop5Run_1624.out	ImageNetInceptionV2	CHEMBL5141	adam	0.001	15	0	0	0.8	0	1	0.8	0.66	0.83	0.86	0.75	18	3	26	6	0.11	0.92	0.93	0.91	0.86
convnetTop5Run_446.out	ImageNetInceptionV2	CHEMBL2007	RMSprop	0.001	15	0	0	0.6	0	1	0.79	0.58	0.78	0.72	0.87	47	18	42	7	0.98	0.83	0.74	0.84	0.77
convnetTop5Run_1630.out	ImageNetInceptionV2	CHEMBL2717	adam	0.0001	15	0	0	0.8	0	1	0.86	0.69	0.84	0.88	0.84	21	3	17	4	0.81	0.91	0.94	0.9	0.93
convnetTop5Run_2339.out	ImageNetInceptionV2	CHEMBL215	adam	0.0005	30	0	0	0.6	0	1	0.86	0.59	0.81	0.84	0.88	95	18	41	13	1.0	0.84	0.84	0.85	0.9
convnetTop5Run_485.out	ImageNetInceptionV2	CHEMBL3465	adam	0.0005	30	0	0	0.8	0	1	0.85	0.62	0.8	0.75	0.97	30	10	15	1	0.61	0.94	0.97	0.94	0.95
convnetTop5Run_491.out	ImageNetInceptionV2	CHEMBL4980	adam	0.001	30	0	0	0.6	0	1	0.75	0.18	0.61	0.6	1.0	77	51	3	0	1.0	0.86	0.86	0.89	0.89
convnetTop5Run_2675.out	ImageNetInceptionV2	CHEMBL2581	adam	0.0005	15	0	0	0.6	0	1	0.84	0.55	0.79	0.78	0.89	178	49	84	21	0.98	0.81	0.81	0.83	0.85
convnetTop5Run_2113.out	ImageNetInceptionV2	CHEMBL3795	adam	0.0005	15	0	0	0.6	0	1	0.95	0.89	0.94	0.92	0.98	102	9	81	2	0.56	0.99	1.0	0.99	1.0
convnetTop5Run_2661.out	ImageNetInceptionV2	CHEMBL3308	adam	0.0001	15	0	0	0.6	0	1	0.65	0.19	0.5	0.48	1.0	22	24	2	0	1.0	0.74	0.74	0.82	0.75
convnetTop5Run_1368.out	ImageNetInceptionV2	CHEMBL4681	RMSprop	0.001	15	0	0	0.6	0	1	0.67	0.2	0.6	0.58	0.79	53	39	25	14	0.07	0.51	0.54	0.52	0.52
convnetTop5Run_2891.out	ImageNetInceptionV2	CHEMBL4101	adam	0.0005	15	0	0	0.6	0	1	0.61	0.41	0.7	0.77	0.5	10	3	21	10	0.8	0.79	0.87	0.74	0.77
convnetTop5Run_1340.out	ImageNetInceptionV2	CHEMBL4527	adam	0.0001	15	0	0	0.8	0	1	0.77	0.53	0.76	0.77	0.77	20	6	19	6	0.28	0.89	0.92	0.86	0.87
convnetTop5Run_1426.out	ImageNetInceptionV2	CHEMBL320	adam	0.0005	15	0	0	0.6	0	1	0.75	0.58	0.77	0.92	0.64	23	2	26	13	0.02	0.8	0.82	0.8	0.85
convnetTop5Run_1432.out	ImageNetInceptionV2	CHEMBL5017	adam	0.0005	15	0	0	0.8	0	1	0.58	0.41	0.66	0.89	0.43	16	2	28	21	0.01	0.83	0.81	0.88	0.83
convnetTop5Run_888.out	ImageNetInceptionV2	CHEMBL3369	adam	0.001	15	0	0	0.6	0	1	0.85	0.61	0.81	0.79	0.92	34	9	17	3	0.1	0.86	0.89	0.88	0.9
convnetTop5Run_2885.out	ImageNetInceptionV2	CHEMBL5815	adam	0.001	15	0	0	0.6	0	1	1.0	1.0	1.0	1.0	1.0	23	0	20	0	0.63	1.0	1.0	1.0	1.0
convnetTop5Run_863.out	ImageNetInceptionV2	CHEMBL5221	adam	0.0005	15	0	0	0.8	0	1	0.56	0.32	0.68	0.5	0.64	7	7	16	4	0.18	0.76	0.74	0.76	0.69
convnetTop5Run_1383.out	ImageNetInceptionV2	CHEMBL3869	adam	0.0005	15	0	0	0.6	0	1	0.13	0.19	0.55	1.0	0.07	7	0	108	96	0.01	0.71	0.71	0.71	0.71
convnetTop5Run_693.out	ImageNetInceptionV2	CHEMBL4235	adam	0.001	15	0	0	0.8	0	1	0.75	0.5	0.74	0.82	0.69	42	9	39	19	0.93	0.85	0.9	0.84	0.85
convnetTop5Run_2853.out	ImageNetInceptionV2	CHEMBL321	RMSprop	0.0005	15	0	0	0.6	0	1	0.81	0.5	0.77	0.79	0.83	171	45	88	34	1.0	0.77	0.82	0.81	0.85
convnetTop5Run_1382.out	ImageNetInceptionV2	CHEMBL3869	adam	0.001	15	0	0	0.8	0	1	0.76	0.54	0.77	0.74	0.77	71	25	85	21	0.95	0.86	0.8	0.82	0.7
convnetTop5Run_862.out	ImageNetInceptionV2	CHEMBL5221	RMSprop	0.0001	30	0	0	0.6	0	1	0.67	0.37	0.68	0.63	0.71	12	7	14	5	0.23	0.91	0.9	0.8	0.83
convnetTop5Run_1433.out	ImageNetInceptionV2	CHEMBL5017	RMSprop	0.0001	15	0	0	0.8	0	1	0.8	0.62	0.81	0.76	0.84	32	10	36	6	0.5	0.87	0.84	0.86	0.84
convnetTop5Run_3224.out	ImageNetInceptionV2	CHEMBL2871	RMSprop	0.001	15	0	0	0.6	0	1	0.91	0.82	0.91	0.89	0.92	169	20	183	14	0.21	0.97	0.96	0.97	0.96
convnetTop5Run_2884.out	ImageNetInceptionV2	CHEMBL5815	adam	0.001	15	0	0	0.8	0	1	0.97	0.91	0.96	0.97	0.97	28	1	16	1	0.55	0.98	0.98	0.96	0.97
convnetTop5Run_889.out	ImageNetInceptionV2	CHEMBL3369	adam	0.001	15	0	0	0.8	0	1	0.61	0.21	0.61	0.59	0.63	19	13	18	11	0.54	0.88	0.9	0.71	0.72
convnetTop5Run_651.out	ImageNetInceptionV2	CHEMBL3024	adam	0.0005	15	0	0	0.6	0	1	0.76	0.56	0.78	0.82	0.71	72	16	92	30	0.01	0.91	0.88	0.88	0.84
convnetTop5Run_1341.out	ImageNetInceptionV2	CHEMBL5896	adam	0.001	15	0	0	0.8	0	1	0.62	0.22	0.61	0.57	0.67	12	9	11	6	0.01	0.63	0.57	0.62	0.57
convnetTop5Run_645.out	ImageNetInceptionV2	CHEMBL237	RMSprop	0.0005	15	0	0	0.6	0	1	0.83	0.64	0.81	0.75	0.93	553	181	428	44	1.0	0.91	0.9	0.91	0.9
convnetTop5Run_2648.out	ImageNetInceptionV2	CHEMBL250	adam	0.001	15	0	0	0.8	0	1	0.75	0.49	0.74	0.68	0.84	58	27	48	11	1.0	0.88	0.9	0.82	0.79
convnetTop5Run_3218.out	ImageNetInceptionV2	CHEMBL1881	adam	0.001	15	0	0	0.8	0	1	0.85	0.67	0.84	0.88	0.81	52	7	45	12	0.25	0.91	0.9	0.9	0.9
convnetTop5Run_2660.out	ImageNetInceptionV2	CHEMBL3286	adam	0.001	15	0	0	0.6	0	1	0.75	0.53	0.77	0.76	0.75	109	35	126	36	0.09	0.8	0.78	0.84	0.84
convnetTop5Run_2112.out	ImageNetInceptionV2	CHEMBL3795	adam	0.0005	30	0	0	0.8	0	1	0.95	0.9	0.95	0.96	0.94	89	4	95	6	0.17	1.0	1.0	0.98	0.99
convnetTop5Run_1194.out	ImageNetInceptionV2	CHEMBL3374	adam	0.0001	15	0	0	0.6	0	1	0.84	0.62	0.8	0.74	0.96	54	19	30	2	1.0	0.94	0.88	0.94	0.92
convnetTop5Run_1180.out	ImageNetInceptionV2	CHEMBL1811	adam	0.0001	15	0	0	0.8	0	1	0.81	0.69	0.84	0.93	0.71	79	6	121	32	0.5	0.92	0.92	0.94	0.94
convnetTop5Run_1157.out	ImageNetInceptionV2	CHEMBL2567	RMSprop	0.001	15	0	0	0.6	0	1	0.97	0.92	0.96	0.96	0.98	46	2	31	1	0.02	0.99	0.99	1.0	1.0
convnetTop5Run_3026.out	ImageNetInceptionV2	CHEMBL258	adam	0.0005	30	0	0	0.8	0	1	0.75	0.57	0.77	0.88	0.65	177	23	234	97	0.2	0.87	0.89	0.84	0.87
convnetTop5Run_1625.out	ImageNetInceptionV2	CHEMBL5141	RMSprop	0.0001	30	0	0	0.6	0	1	0.86	0.74	0.87	0.81	0.91	21	5	25	2	0.18	0.97	0.97	0.93	0.91
convnetTop5Run_321.out	ImageNetInceptionV2	CHEMBL5160	adam	0.0005	15	0	0	0.8	0	1	0.67	0.38	0.69	0.68	0.65	17	8	21	9	0.07	0.73	0.71	0.76	0.73
convnetTop5Run_2476.out	ImageNetInceptionV2	CHEMBL1075284	adam	0.0005	15	0	0	0.8	0	1	0.98	0.96	0.98	0.96	1.0	26	1	23	0	0.82	1.0	1.0	1.0	1.0
convnetTop5Run_23.out	ImageNetInceptionV2	CHEMBL2525	adam	0.001	15	0	0	0.8	0	1	0.51	0.35	0.64	0.84	0.37	48	9	112	82	0.2	0.73	0.71	0.76	0.78
convnetTop5Run_1786.out	ImageNetInceptionV2	CHEMBL1865	adam	0.0005	30	0	0	0.6	0	1	0.42	0.09	0.51	0.64	0.31	16	9	30	36	0.03	0.68	0.74	0.58	0.65
convnetTop5Run_3185.out	ImageNetInceptionV2	CHEMBL4317	adam	0.0001	15	0	0	0.6	0	1	0.91	0.79	0.89	0.91	0.91	29	3	22	3	0.07	0.95	0.96	0.97	0.97
convnetTop5Run_1792.out	ImageNetInceptionV2	CHEMBL4835	adam	0.0005	30	0	0	0.8	0	1	0.79	0.63	0.81	0.73	0.86	19	7	25	3	0.41	0.82	0.81	0.86	0.79
convnetTop5Run_37.out	ImageNetInceptionV2	CHEMBL1868	adam	0.0005	15	0	0	0.8	0	1	0.7	0.48	0.74	0.76	0.65	83	26	115	44	0.85	0.87	0.9	0.84	0.82
convnetTop5Run_1962.out	ImageNetInceptionV2	CHEMBL1075051	adam	0.0005	15	0	0	0.8	0	1	0.9	0.76	0.88	0.9	0.9	27	3	18	3	0.02	0.9	0.9	0.94	0.95
convnetTop5Run_3152.out	ImageNetInceptionV2	CHEMBL3180	adam	0.001	15	0	0	0.6	0	1	0.0	0.0	0.51	0.0	0.0	0	0	25	24	1.0	0.86	0.87	0.96	0.95
convnetTop5Run_241.out	ImageNetInceptionV2	CHEMBL4303	adam	0.0005	15	0	0	0.6	0	1	0.84	0.6	0.8	0.77	0.94	46	14	23	3	1.0	0.9	0.87	0.83	0.83
convnetTop5Run_2516.out	ImageNetInceptionV2	CHEMBL2714	RMSprop	0.0005	30	0	0	0.6	0	1	0.6	0.55	0.76	1.0	0.43	9	0	28	12	0.02	0.93	0.93	0.94	0.91
convnetTop5Run_1779.out	ImageNetInceptionV2	CHEMBL4552	adam	0.001	15	0	0	0.6	0	1	0.89	0.74	0.87	0.91	0.87	40	4	29	6	0.01	0.87	0.89	0.92	0.93
convnetTop5Run_269.out	ImageNetInceptionV2	CHEMBL4358	adam	0.0001	5	0	0	0.6	0	1	0.0	0.0	0.46	0.0	0.0	0	0	26	31	1.0	0.68	0.69	0.63	0.69
convnetTop5Run_2502.out	ImageNetInceptionV2	CHEMBL5652	adam	0.001	15	0	0	0.6	0	1	0.69	0.21	0.55	0.53	1.0	61	55	5	0	1.0	0.81	0.72	0.82	0.73
convnetTop5Run_3393.out	ImageNetInceptionV2	CHEMBL4409	adam	0.0005	15	0	0	0.6	0	1	0.9	0.74	0.87	0.86	0.94	143	24	86	9	0.23	0.94	0.97	0.94	0.95
convnetTop5Run_1584.out	ImageNetInceptionV2	CHEMBL276	adam	0.0005	30	0	0	0.6	0	1	0.78	0.6	0.8	0.83	0.73	94	19	120	35	0.74	0.86	0.87	0.89	0.85
convnetTop5Run_1590.out	ImageNetInceptionV2	CHEMBL3616	adam	0.001	30	0	0	0.8	0	1	0.7	0.12	0.54	0.54	1.0	44	38	1	0	1.0	0.75	0.77	0.68	0.64
convnetTop5Run_2099.out	ImageNetInceptionV2	CHEMBL2336	adam	0.0005	15	0	0	0.8	0	1	0.79	0.54	0.77	0.79	0.79	34	9	27	9	0.85	0.87	0.84	0.85	0.81
convnetTop5Run_3387.out	ImageNetInceptionV2	CHEMBL211	adam	0.0001	5	0	0	0.8	0	1	0.82	0.64	0.82	0.84	0.79	188	36	203	49	0.02	0.9	0.88	0.88	0.88
convnetTop5Run_902.out	ImageNetInceptionV2	CHEMBL5023	adam	0.0001	15	0	0	0.8	0	1	0.85	0.6	0.81	0.8	0.91	43	11	21	4	0.25	0.85	0.84	0.92	0.95
convnetTop5Run_1547.out	ImageNetInceptionV2	CHEMBL3272	RMSprop	0.0005	15	0	0	0.6	0	1	0.56	0.14	0.57	0.56	0.56	14	11	15	11	1.0	0.79	0.82	0.57	0.66
convnetTop5Run_2728.out	ImageNetInceptionV2	CHEMBL4828	adam	0.0005	15	0	0	0.6	0	1	0.85	0.58	0.8	0.79	0.91	31	8	14	3	1.0	0.89	0.9	0.92	0.96
convnetTop5Run_3436.out	ImageNetInceptionV2	CHEMBL252	adam	0.001	30	0	0	0.8	0	1	0.88	0.76	0.88	0.93	0.83	208	16	214	42	0.99	0.96	0.96	0.95	0.94
convnetTop5Run_2072.out	ImageNetInceptionV2	CHEMBL4897	adam	0.0005	15	0	0	0.6	0	1	0.88	0.76	0.88	0.86	0.9	19	3	17	2	0.01	0.91	0.92	0.91	0.91
convnetTop5Run_2714.out	ImageNetInceptionV2	CHEMBL3066	adam	0.001	15	0	0	0.6	0	1	0.9	0.79	0.89	0.85	0.95	139	24	122	7	0.6	0.97	0.97	0.96	0.96
convnetTop5Run_2700.out	ImageNetInceptionV2	CHEMBL4898	adam	0.001	30	0	0	0.6	0	1	0.84	0.71	0.84	0.96	0.75	27	1	27	9	0.15	0.97	0.97	0.92	0.92
convnetTop5Run_2738.out	ImageNetInceptionV2	CHEMBL1955	adam	0.0001	5	0	0	0.6	0	1	0.74	0.46	0.73	0.73	0.75	43	16	38	14	0.25	0.89	0.9	0.8	0.75
convnetTop5Run_1543.out	ImageNetInceptionV2	CHEMBL3371	adam	0.0005	15	0	0	0.6	0	1	0.9	0.8	0.9	0.92	0.88	464	41	467	61	0.93	0.97	0.97	0.96	0.97
convnetTop5Run_709.out	ImageNetInceptionV2	CHEMBL2835	adam	0.0005	15	0	0	0.6	0	1	0.9	0.81	0.9	0.91	0.89	295	29	298	35	0.99	0.96	0.96	0.96	0.97
convnetTop5Run_2710.out	ImageNetInceptionV2	CHEMBL4899	adam	0.0005	15	0	0	0.8	0	1	0.82	0.53	0.78	0.81	0.83	30	7	16	6	0.1	0.93	0.94	0.87	0.91
convnetTop5Run_3383.out	ImageNetInceptionV2	CHEMBL2828	adam	0.0005	15	0	0	0.8	0	1	0.0	0.0	0.55	0.0	0.0	0	0	36	30	0.11	0.75	0.73	0.86	0.87
convnetTop5Run_1594.out	ImageNetInceptionV2	CHEMBL3025	adam	0.0001	5	0	0	0.8	0	1	0.13	0.1	0.5	0.75	0.07	3	1	38	40	0.54	0.6	0.62	0.57	0.61
convnetTop5Run_2923.out	ImageNetInceptionV2	CHEMBL2971	adam	0.0005	15	0	0	0.6	0	1	0.64	0.55	0.74	0.98	0.48	255	5	578	281	0.01	0.93	0.94	0.92	0.92
convnetTop5Run_1580.out	ImageNetInceptionV2	CHEMBL2003	adam	0.0001	30	0	0	0.8	0	1	0.84	0.71	0.86	0.84	0.84	27	5	33	5	0.97	0.96	0.98	0.96	0.96
convnetTop5Run_3397.out	ImageNetInceptionV2	CHEMBL4179	adam	0.001	15	0	0	0.8	0	1	0.0	0.0	0.46	0.0	0.0	0	0	90	107	1.0	0.72	0.69	0.79	0.75
convnetTop5Run_912.out	ImageNetInceptionV2	CHEMBL1977	adam	0.0001	15	0	0	0.6	0	1	0.84	0.76	0.87	1.0	0.73	24	0	36	9	0.99	0.88	0.88	0.9	0.92
convnetTop5Run_1033.out	ImageNetInceptionV2	CHEMBL3815	RMSprop	0.001	30	0	0	0.8	0	1	0.7	-0.12	0.54	0.55	0.97	33	27	0	1	0.99	0.57	0.56	0.61	0.62
convnetTop5Run_245.out	ImageNetInceptionV2	CHEMBL4303	adam	0.0001	15	0	0	0.8	0	1	0.81	0.59	0.79	0.86	0.76	38	6	31	12	0.94	0.93	0.94	0.88	0.91
convnetTop5Run_523.out	ImageNetInceptionV2	CHEMBL2397	RMSprop	0.0001	5	0	0	0.8	0	1	0.0	0.0	0.31	0.0	0.0	0	0	10	22	1.0	0.53	0.83	0.57	0.82
convnetTop5Run_1027.out	ImageNetInceptionV2	CHEMBL1824	adam	0.0001	5	0	0	0.6	0	1	0.81	0.64	0.82	0.84	0.79	191	36	210	51	0.03	0.88	0.87	0.88	0.9
convnetTop5Run_2506.out	ImageNetInceptionV2	CHEMBL313	adam	0.0001	30	0	0	0.6	0	1	0.73	0.45	0.7	0.88	0.61	99	13	75	62	0.05	0.82	0.86	0.82	0.88
convnetTop5Run_2274.out	ImageNetInceptionV2	CHEMBL2916	adam	0.001	30	0	0	0.8	0	1	0.77	0.32	0.67	0.65	0.93	54	29	13	4	0.1	0.72	0.75	0.76	0.78
convnetTop5Run_33.out	ImageNetInceptionV2	CHEMBL3959	adam	0.0001	30	0	0	0.8	0	1	0.71	0.37	0.68	0.69	0.73	22	10	17	8	0.97	0.88	0.94	0.74	0.77
convnetTop5Run_3181.out	ImageNetInceptionV2	CHEMBL4317	adam	0.0001	15	0	0	0.8	0	1	0.77	0.62	0.77	0.62	1.0	20	12	20	0	0.07	0.87	0.87	0.93	0.86
convnetTop5Run_3195.out	ImageNetInceptionV2	CHEMBL298	adam	0.001	15	0	0	0.8	0	1	0.9	0.8	0.9	0.91	0.88	218	22	239	29	0.1	0.96	0.93	0.95	0.94
convnetTop5Run_1782.out	ImageNetInceptionV2	CHEMBL1255126	adam	0.0001	30	0	0	0.8	0	1	0.59	0.53	0.74	1.0	0.42	11	0	31	15	0.5	0.7	0.72	0.8	0.83
convnetTop5Run_1972.out	ImageNetInceptionV2	CHEMBL2959	adam	0.0005	5	0	0	0.8	0	1	0.82	0.62	0.81	0.76	0.89	108	34	87	13	0.98	0.92	0.92	0.9	0.88
convnetTop5Run_2328.out	ImageNetInceptionV2	CHEMBL3464	adam	0.0005	5	0	0	0.6	0	1	0.61	0.25	0.63	0.6	0.62	35	23	39	21	0.03	0.7	0.7	0.65	0.63
convnetTop5Run_3036.out	ImageNetInceptionV2	CHEMBL1882	adam	0.0005	15	0	0	0.8	0	1	0.79	0.53	0.76	0.84	0.74	26	5	19	9	0.03	0.86	0.79	0.8	0.83
convnetTop5Run_1621.out	ImageNetInceptionV2	CHEMBL5141	adam	0.0005	15	0	0	0.6	0	1	0.93	0.85	0.92	0.9	0.96	27	3	22	1	0.02	0.88	0.86	0.96	0.96
convnetTop5Run_457.out	ImageNetInceptionV2	CHEMBL284	adam	0.001	5	0	0	0.6	0	1	0.87	0.65	0.84	0.84	0.9	154	29	79	17	0.63	0.84	0.86	0.86	0.88
convnetTop5Run_2300.out	ImageNetInceptionV2	CHEMBL4829	adam	0.0001	15	0	0	0.8	0	1	0.79	0.46	0.74	0.78	0.81	38	11	20	9	0.01	0.91	0.91	0.9	0.94
convnetTop5Run_1184.out	ImageNetInceptionV2	CHEMBL4111	adam	0.001	15	0	0	0.6	0	1	0.94	0.9	0.95	0.93	0.95	40	3	53	2	0.47	0.99	0.98	0.99	0.99
convnetTop5Run_494.out	ImageNetInceptionV2	CHEMBL4980	adam	0.001	30	0	0	0.8	0	1	0.82	0.57	0.79	0.88	0.77	65	9	39	19	0.01	0.87	0.91	0.85	0.88
convnetTop5Run_1812.out	ImageNetInceptionV2	CHEMBL1908389	adam	0.001	15	0	0	0.6	0	1	0.97	0.95	0.97	0.98	0.97	120	3	132	4	0.15	1.0	1.0	0.99	0.99
convnetTop5Run_127.out	ImageNetInceptionV2	CHEMBL274	adam	0.0005	15	0	0	0.8	0	1	0.94	0.87	0.94	0.94	0.94	322	21	283	21	0.33	0.97	0.97	0.97	0.97
convnetTop5Run_3234.out	ImageNetInceptionV2	CHEMBL3629	adam	0.001	15	0	0	0.6	0	1	0.83	0.68	0.84	0.82	0.84	80	17	85	15	1.0	0.9	0.87	0.92	0.89
convnetTop5Run_2894.out	ImageNetInceptionV2	CHEMBL4101	adam	0.0001	15	0	0	0.6	0	1	0.0	0.0	0.33	0.0	0.0	0	0	14	28	1.0	0.88	0.87	0.85	0.93
convnetTop5Run_641.out	ImageNetInceptionV2	CHEMBL237	RMSprop	0.0005	15	0	0	0.8	0	1	0.82	0.69	0.84	0.91	0.75	445	43	566	152	0.01	0.92	0.92	0.93	0.93
convnetTop5Run_1345.out	ImageNetInceptionV2	CHEMBL5896	adam	0.0005	15	0	0	0.8	0	1	0.41	0.13	0.59	0.33	0.55	6	12	18	5	0.88	0.64	0.55	0.62	0.34
convnetTop5Run_655.out	ImageNetInceptionV2	CHEMBL3024	adam	0.001	30	0	0	0.6	0	1	0.85	0.7	0.85	0.88	0.82	91	12	90	20	0.68	0.94	0.94	0.91	0.91
convnetTop5Run_2116.out	ImageNetInceptionV2	CHEMBL1929	adam	0.0005	15	0	0	0.8	0	1	0.85	0.3	0.75	0.74	1.0	20	7	1	0	1.0	0.59	0.71	0.85	0.88
convnetTop5Run_1379.out	ImageNetInceptionV2	CHEMBL217	adam	0.0005	15	0	0	0.8	0	1	0.89	0.73	0.87	0.91	0.88	826	85	514	115	0.75	0.93	0.95	0.93	0.96
convnetTop5Run_2664.out	ImageNetInceptionV2	CHEMBL3308	adam	0.0005	15	0	0	0.8	0	1	0.51	0.44	0.65	1.0	0.35	9	0	22	17	0.27	0.72	0.75	0.77	0.84
convnetTop5Run_2102.out	ImageNetInceptionV2	CHEMBL1941	adam	0.0005	15	0	0	0.8	0	1	0.72	0.52	0.75	0.85	0.62	33	6	44	20	0.01	0.88	0.9	0.86	0.83
convnetTop5Run_682.out	ImageNetInceptionV2	CHEMBL4801	adam	0.001	30	0	0	0.6	0	1	0.7	0.36	0.68	0.77	0.65	37	11	28	20	0.98	0.74	0.85	0.76	0.83
convnetTop5Run_2843.out	ImageNetInceptionV2	CHEMBL5247	adam	0.0005	15	0	0	0.8	0	1	0.88	0.81	0.91	0.81	0.95	21	5	38	1	0.23	0.92	0.91	0.96	0.89
convnetTop5Run_1392.out	ImageNetInceptionV2	CHEMBL5147	adam	0.0005	15	0	0	0.6	0	1	0.26	0.22	0.55	0.86	0.15	12	2	71	66	0.01	0.83	0.82	0.82	0.81
convnetTop5Run_866.out	ImageNetInceptionV2	CHEMBL3508	adam	0.0005	30	0	0	0.6	0	1	0.86	0.69	0.84	0.82	0.89	42	9	33	5	0.81	0.95	0.95	0.94	0.94
convnetTop5Run_697.out	ImageNetInceptionV2	CHEMBL4123	adam	0.001	15	0	0	0.6	0	1	0.88	0.77	0.88	0.81	0.97	30	7	27	1	0.43	0.99	0.99	0.87	0.75
convnetTop5Run_2842.out	ImageNetInceptionV2	CHEMBL5247	adam	0.0001	15	0	0	0.8	0	1	0.87	0.78	0.89	0.82	0.92	23	5	35	2	0.23	0.93	0.96	0.95	0.93
convnetTop5Run_2117.out	ImageNetInceptionV2	CHEMBL1929	RMSprop	0.001	30	0	0	0.6	0	1	0.0	0.0	0.52	0.0	0.0	0	0	21	19	1.0	0.79	0.71	0.72	0.73
convnetTop5Run_1378.out	ImageNetInceptionV2	CHEMBL217	adam	0.0005	15	0	0	0.6	0	1	0.91	0.77	0.89	0.91	0.91	825	82	501	83	0.02	0.93	0.94	0.95	0.97
convnetTop5Run_1350.out	ImageNetInceptionV2	CHEMBL4015	adam	0.0005	5	0	0	0.6	0	1	0.57	0.5	0.69	1.0	0.4	119	0	281	177	0.01	0.93	0.94	0.96	0.96
convnetTop5Run_126.out	ImageNetInceptionV2	CHEMBL274	RMSprop	0.0005	15	0	0	0.8	0	1	0.84	0.67	0.83	0.83	0.85	287	57	253	50	0.1	0.92	0.92	0.91	0.92
convnetTop5Run_1344.out	ImageNetInceptionV2	CHEMBL5896	adam	0.001	15	0	0	0.6	0	1	0.65	0.0	0.48	0.48	1.0	20	22	0	0	0.37	0.58	0.57	0.74	0.68
convnetTop5Run_640.out	ImageNetInceptionV2	CHEMBL4523	adam	0.0005	15	0	0	0.8	0	1	0.85	0.74	0.87	0.92	0.78	167	14	234	46	0.02	0.95	0.96	0.96	0.96
convnetTop5Run_2895.out	ImageNetInceptionV2	CHEMBL4101	adam	0.001	30	0	0	0.6	0	1	0.74	0.62	0.77	1.0	0.58	14	0	20	10	1.0	0.97	0.95	0.89	0.92
convnetTop5Run_1191.out	ImageNetInceptionV2	CHEMBL3374	adam	0.0005	15	0	0	0.6	0	1	0.89	0.84	0.92	0.97	0.82	33	1	58	7	0.98	0.98	0.98	0.96	0.95
convnetTop5Run_1608.out	ImageNetInceptionV2	CHEMBL279	RMSprop	0.001	15	0	0	0.6	0	1	0.86	0.65	0.83	0.85	0.88	886	153	510	126	0.03	0.91	0.94	0.9	0.93
convnetTop5Run_3023.out	ImageNetInceptionV2	CHEMBL257	RMSprop	0.001	15	0	0	0.6	0	1	0.75	0.27	0.63	0.61	1.0	103	67	9	0	1.0	0.84	0.82	0.8	0.77
convnetTop5Run_330.out	ImageNetInceptionV2	CHEMBL5582	RMSprop	0.0005	15	0	0	0.8	0	1	0.67	0.5	0.73	0.54	0.88	14	12	24	2	0.01	0.98	0.97	0.82	0.57
convnetTop5Run_456.out	ImageNetInceptionV2	CHEMBL284	adam	0.0001	15	0	0	0.8	0	1	0.76	0.52	0.75	0.86	0.68	107	17	94	50	0.01	0.83	0.86	0.85	0.88
